date,team,resource_category,quarter,total_cost,avg_utilization,running_total_cost
2024-04-13,MAC1,Compute,Q2,417.1,72.0,54418.65999999999
2024-04-14,MAC1,Compute,Q2,423.79,56.0,54842.44999999999
2024-04-15,MAC1,Compute,Q2,604.99,63.0,55447.43999999999
2024-04-16,MAC1,Compute,Q2,637.55,71.0,56084.98999999999
2024-04-17,MAC1,Compute,Q2,624.45,69.0,56709.43999999999
2024-04-18,MAC1,Compute,Q2,637.98,65.0,57347.41999999999
2024-04-19,MAC1,Compute,Q2,603.7,67.0,57951.11999999999
2024-04-20,MAC1,Compute,Q2,373.83,53.0,58324.94999999999
2024-04-21,MAC1,Compute,Q2,367.37,65.0,58692.32
2024-04-22,MAC1,Compute,Q2,527.34,43.0,59219.659999999996
2024-04-23,MAC1,Compute,Q2,587.66,74.0,59807.32
2024-04-24,MAC1,Compute,Q2,477.9,64.0,60285.22
2024-04-25,MAC1,Compute,Q2,652.89,70.0,60938.11
2024-04-26,MAC1,Compute,Q2,646.7,78.0,61584.81
2024-04-27,MAC1,Compute,Q2,397.97,65.0,61982.78
2024-04-28,MAC1,Compute,Q2,407.84,76.0,62390.619999999995
2024-04-29,MAC1,Compute,Q2,570.26,54.0,62960.88
2024-04-30,MAC1,Compute,Q2,624.66,60.0,63585.54
2024-05-01,MAC1,Compute,Q2,624.65,67.0,64210.19
2024-05-02,MAC1,Compute,Q2,590.59,60.0,64800.78
2024-05-03,MAC1,Compute,Q2,629.99,52.0,65430.77
2024-05-04,MAC1,Compute,Q2,498.09,69.0,65928.86
2024-05-05,MAC1,Compute,Q2,430.92,74.0,66359.78
2024-05-06,MAC1,Compute,Q2,626.4,70.0,66986.18
2024-05-07,MAC1,Compute,Q2,650.81,60.0,67636.99
2024-05-08,MAC1,Compute,Q2,616.41,57.0,68253.40000000001
2024-05-09,MAC1,Compute,Q2,566.46,74.0,68819.86000000002
2024-05-10,MAC1,Compute,Q2,718.72,74.0,69538.58000000002
2024-05-11,MAC1,Compute,Q2,441.96,52.0,69980.54000000002
2024-05-12,MAC1,Compute,Q2,385.3,55.0,70365.84000000003
2024-05-13,MAC1,Compute,Q2,631.14,55.0,70996.98000000003
2024-05-14,MAC1,Compute,Q2,664.73,60.0,71661.71000000002
2024-05-15,MAC1,Compute,Q2,673.64,72.0,72335.35000000002
2024-05-16,MAC1,Compute,Q2,639.9,44.0,72975.25000000001
2024-05-17,MAC1,Compute,Q2,552.9,64.0,73528.15000000001
2024-05-18,MAC1,Compute,Q2,464.71,55.0,73992.86000000002
2024-05-19,MAC1,Compute,Q2,426.54,66.0,74419.40000000001
2024-05-20,MAC1,Compute,Q2,634.04,59.0,75053.44
2024-05-21,MAC1,Compute,Q2,687.13,68.0,75740.57
2024-05-22,MAC1,Compute,Q2,618.37,61.0,76358.94
2024-05-23,MAC1,Compute,Q2,654.89,60.0,77013.83
2024-05-24,MAC1,Compute,Q2,499.15,48.0,77512.98
2024-05-25,MAC1,Compute,Q2,521.02,79.0,78034.0
2024-05-26,MAC1,Compute,Q2,496.89,57.0,78530.89
2024-05-27,MAC1,Compute,Q2,708.69,52.0,79239.58
2024-05-28,MAC1,Compute,Q2,716.33,66.0,79955.91
2024-05-29,MAC1,Compute,Q2,591.09,61.0,80547.0
2024-05-30,MAC1,Compute,Q2,2046.76,91.0,82593.76
2024-05-31,MAC1,Compute,Q2,692.16,70.0,83285.92
2024-06-01,MAC1,Compute,Q2,435.57,54.0,83721.49
2024-06-02,MAC1,Compute,Q2,460.24,64.0,84181.73000000001
2024-06-03,MAC1,Compute,Q2,620.03,76.0,84801.76000000001
2024-06-04,MAC1,Compute,Q2,604.83,70.0,85406.59000000001
2024-06-05,MAC1,Compute,Q2,752.56,70.0,86159.15000000001
2024-06-06,MAC1,Compute,Q2,700.63,80.0,86859.78000000001
2024-06-07,MAC1,Compute,Q2,549.49,52.0,87409.27000000002
2024-06-08,MAC1,Compute,Q2,512.59,63.0,87921.86
2024-06-09,MAC1,Compute,Q2,503.99,67.0,88425.85
2024-06-10,MAC1,Compute,Q2,699.88,65.0,89125.73000000001
2024-06-11,MAC1,Compute,Q2,659.43,73.0,89785.16
2024-06-12,MAC1,Compute,Q2,700.0,66.0,90485.16
2024-06-13,MAC1,Compute,Q2,670.42,69.0,91155.58
2024-06-14,MAC1,Compute,Q2,621.16,75.0,91776.74
2024-06-15,MAC1,Compute,Q2,442.1,58.0,92218.84000000001
2024-06-16,MAC1,Compute,Q2,392.54,61.0,92611.38
2024-06-17,MAC1,Compute,Q2,659.34,73.0,93270.72
2024-06-18,MAC1,Compute,Q2,646.23,71.0,93916.95
2024-06-19,MAC1,Compute,Q2,678.09,59.0,94595.04
2024-06-20,MAC1,Compute,Q2,576.54,68.0,95171.57999999999
2024-06-21,MAC1,Compute,Q2,593.42,69.0,95764.99999999999
2024-06-22,MAC1,Compute,Q2,471.44,71.0,96236.43999999999
2024-06-23,MAC1,Compute,Q2,483.93,70.0,96720.36999999998
2024-06-24,MAC1,Compute,Q2,608.89,64.0,97329.26
2024-06-25,MAC1,Compute,Q2,625.44,45.0,97954.7
2024-06-26,MAC1,Compute,Q2,633.63,68.0,98588.33
2024-06-27,MAC1,Compute,Q2,647.03,81.0,99235.36
2024-06-28,MAC1,Compute,Q2,663.75,75.0,99899.11
2024-06-29,MAC1,Compute,Q2,501.27,65.0,100400.38
2024-06-30,MAC1,Compute,Q2,510.88,64.0,100911.26000000001
2024-07-01,MAC1,Compute,Q3,578.46,57.0,101489.72000000002
2024-07-02,MAC1,Compute,Q3,657.68,70.0,102147.40000000001
2024-07-03,MAC1,Compute,Q3,709.99,60.0,102857.39000000001
2024-07-04,MAC1,Compute,Q3,634.93,53.0,103492.32
2024-07-05,MAC1,Compute,Q3,726.04,83.0,104218.36
2024-07-06,MAC1,Compute,Q3,554.75,65.0,104773.11
2024-07-07,MAC1,Compute,Q3,468.36,75.0,105241.47
2024-07-08,MAC1,Compute,Q3,762.79,65.0,106004.26
2024-07-09,MAC1,Compute,Q3,700.8,67.0,106705.06
2024-07-10,MAC1,Compute,Q3,682.36,61.0,107387.42
2024-07-11,MAC1,Compute,Q3,590.52,60.0,107977.94
2024-07-12,MAC1,Compute,Q3,631.42,66.0,108609.36
2024-07-13,MAC1,Compute,Q3,438.22,63.0,109047.58
2024-07-14,MAC1,Compute,Q3,446.05,65.0,109493.63
2024-07-15,MAC1,Compute,Q3,704.75,68.0,110198.38
2024-07-16,MAC1,Compute,Q3,651.13,62.0,110849.51000000001
2024-07-17,MAC1,Compute,Q3,790.95,79.0,111640.46
2024-07-18,MAC1,Compute,Q3,715.22,67.0,112355.68000000001
2024-07-19,MAC1,Compute,Q3,628.88,48.0,112984.56000000001
2024-07-20,MAC1,Compute,Q3,494.54,67.0,113479.1
2024-07-21,MAC1,Compute,Q3,418.68,52.0,113897.78
2024-07-22,MAC1,Compute,Q3,732.87,63.0,114630.65
2024-07-23,MAC1,Compute,Q3,735.8,56.0,115366.45
2024-07-24,MAC1,Compute,Q3,728.53,61.0,116094.98
2024-07-25,MAC1,Compute,Q3,2528.31,97.0,118623.29
2024-07-26,MAC1,Compute,Q3,646.06,74.0,119269.35
2024-07-27,MAC1,Compute,Q3,418.12,53.0,119687.47
2024-07-28,MAC1,Compute,Q3,439.03,63.0,120126.5
2024-07-29,MAC1,Compute,Q3,555.64,50.0,120682.14
2024-07-30,MAC1,Compute,Q3,681.98,70.0,121364.12
2024-07-31,MAC1,Compute,Q3,705.02,82.0,122069.14
2024-08-01,MAC1,Compute,Q3,770.64,66.0,122839.78
2024-08-02,MAC1,Compute,Q3,676.59,67.0,123516.37
2024-08-03,MAC1,Compute,Q3,585.04,69.0,124101.40999999999
2024-08-04,MAC1,Compute,Q3,570.12,79.0,124671.52999999998
2024-08-05,MAC1,Compute,Q3,768.49,58.0,125440.01999999999
2024-08-06,MAC1,Compute,Q3,650.07,71.0,126090.09
2024-08-07,MAC1,Compute,Q3,719.35,64.0,126809.44
2024-08-08,MAC1,Compute,Q3,638.34,64.0,127447.78
2024-08-09,MAC1,Compute,Q3,648.91,67.0,128096.69
2024-08-10,MAC1,Compute,Q3,511.79,60.0,128608.48
2024-08-11,MAC1,Compute,Q3,482.75,71.0,129091.23000000001
2024-08-12,MAC1,Compute,Q3,795.63,76.0,129886.86000000002
2024-08-13,MAC1,Compute,Q3,702.08,66.0,130588.94000000002
2024-08-14,MAC1,Compute,Q3,699.5,53.0,131288.44
2024-08-15,MAC1,Compute,Q3,677.43,57.0,131965.87
2024-08-16,MAC1,Compute,Q3,557.05,60.0,132522.91999999998
2024-08-17,MAC1,Compute,Q3,554.48,66.0,133077.4
2024-08-18,MAC1,Compute,Q3,496.95,66.0,133574.35
2024-08-19,MAC1,Compute,Q3,730.11,58.0,134304.46
2024-08-20,MAC1,Compute,Q3,636.81,68.0,134941.27
2024-08-21,MAC1,Compute,Q3,600.94,73.0,135542.21
2024-08-22,MAC1,Compute,Q3,783.4,67.0,136325.61
2024-08-23,MAC1,Compute,Q3,4275.13,100.0,140600.74
2024-08-24,MAC1,Compute,Q3,508.12,60.0,141108.86
2024-08-25,MAC1,Compute,Q3,506.46,64.0,141615.31999999998
2024-08-26,MAC1,Compute,Q3,699.98,74.0,142315.3
2024-08-27,MAC1,Compute,Q3,677.13,63.0,142992.43
2024-08-28,MAC1,Compute,Q3,675.21,50.0,143667.63999999998
2024-08-29,MAC1,Compute,Q3,703.85,68.0,144371.49
2024-08-30,MAC1,Compute,Q3,811.56,86.0,145183.05
2024-08-31,MAC1,Compute,Q3,513.13,62.0,145696.18
2024-09-01,MAC1,Compute,Q3,549.47,63.0,146245.65
2024-09-02,MAC1,Compute,Q3,758.7,70.0,147004.35
2024-09-03,MAC1,Compute,Q3,693.65,52.0,147698.0
2024-09-04,MAC1,Compute,Q3,745.12,69.0,148443.12
2024-09-05,MAC1,Compute,Q3,770.72,73.0,149213.84
2024-09-06,MAC1,Compute,Q3,644.19,63.0,149858.03
2024-09-07,MAC1,Compute,Q3,495.85,69.0,150353.88
2024-09-08,MAC1,Compute,Q3,471.19,52.0,150825.07
2024-09-09,MAC1,Compute,Q3,733.16,62.0,151558.23
2024-09-10,MAC1,Compute,Q3,733.09,70.0,152291.32
2024-09-11,MAC1,Compute,Q3,813.31,75.0,153104.63
2024-09-12,MAC1,Compute,Q3,865.18,78.0,153969.81
2024-09-13,MAC1,Compute,Q3,703.77,65.0,154673.58
2024-09-14,MAC1,Compute,Q3,496.5,52.0,155170.08
2024-09-15,MAC1,Compute,Q3,565.75,68.0,155735.83
2024-09-16,MAC1,Compute,Q3,678.52,78.0,156414.34999999998
2024-09-17,MAC1,Compute,Q3,665.0,50.0,157079.34999999998
2024-09-18,MAC1,Compute,Q3,678.64,56.0,157757.99
2024-09-19,MAC1,Compute,Q3,635.26,64.0,158393.25
2024-09-20,MAC1,Compute,Q3,750.13,74.0,159143.38
2024-09-21,MAC1,Compute,Q3,487.63,75.0,159631.01
2024-09-22,MAC1,Compute,Q3,438.31,77.0,160069.32
2024-09-23,MAC1,Compute,Q3,796.47,57.0,160865.79
2024-09-24,MAC1,Compute,Q3,756.9,57.0,161622.69
2024-09-25,MAC1,Compute,Q3,600.94,65.0,162223.63
2024-09-26,MAC1,Compute,Q3,756.54,65.0,162980.17
2024-09-27,MAC1,Compute,Q3,681.54,66.0,163661.71000000002
2024-09-28,MAC1,Compute,Q3,519.61,72.0,164181.32
2024-09-29,MAC1,Compute,Q3,457.74,57.0,164639.06
2024-09-30,MAC1,Compute,Q3,833.53,69.0,165472.59
2024-10-01,MAC1,Compute,Q4,696.91,55.0,166169.5
2024-10-02,MAC1,Compute,Q4,759.33,53.0,166928.83
2024-10-03,MAC1,Compute,Q4,788.58,66.0,167717.40999999997
2024-10-04,MAC1,Compute,Q4,799.8,58.0,168517.20999999996
2024-10-05,MAC1,Compute,Q4,518.97,57.0,169036.17999999996
2024-10-06,MAC1,Compute,Q4,475.43,63.0,169511.60999999996
2024-10-07,MAC1,Compute,Q4,684.96,62.0,170196.56999999995
2024-10-08,MAC1,Compute,Q4,778.86,68.0,170975.42999999993
2024-10-09,MAC1,Compute,Q4,880.02,77.0,171855.44999999992
2024-10-10,MAC1,Compute,Q4,763.44,71.0,172618.88999999993
2024-10-11,MAC1,Compute,Q4,4838.26,91.0,177457.14999999994
2024-10-12,MAC1,Compute,Q4,620.91,65.0,178078.05999999994
2024-10-13,MAC1,Compute,Q4,509.81,56.0,178587.86999999994
2024-10-14,MAC1,Compute,Q4,803.69,64.0,179391.56
2024-10-15,MAC1,Compute,Q4,808.98,66.0,180200.54
2024-10-16,MAC1,Compute,Q4,838.25,58.0,181038.79
2024-10-17,MAC1,Compute,Q4,709.52,60.0,181748.31
2024-10-18,MAC1,Compute,Q4,792.97,64.0,182541.28
2024-10-19,MAC1,Compute,Q4,576.14,78.0,183117.42
2024-10-20,MAC1,Compute,Q4,496.06,68.0,183613.48
2024-10-21,MAC1,Compute,Q4,885.58,68.0,184499.06
2024-10-22,MAC1,Compute,Q4,829.69,83.0,185328.75
2024-10-23,MAC1,Compute,Q4,804.75,74.0,186133.5
2024-10-24,MAC1,Compute,Q4,779.63,59.0,186913.13
2024-10-25,MAC1,Compute,Q4,766.49,71.0,187679.62
2024-10-26,MAC1,Compute,Q4,489.75,71.0,188169.37
2024-10-27,MAC1,Compute,Q4,479.64,58.0,188649.01
2024-10-28,MAC1,Compute,Q4,688.8,65.0,189337.81
2024-10-29,MAC1,Compute,Q4,758.61,55.0,190096.41999999998
2024-10-30,MAC1,Compute,Q4,656.06,70.0,190752.48
2024-10-31,MAC1,Compute,Q4,628.89,75.0,191381.37000000002
2024-11-01,MAC1,Compute,Q4,607.68,47.0,191989.05000000002
2024-11-02,MAC1,Compute,Q4,553.81,66.0,192542.86000000002
2024-11-03,MAC1,Compute,Q4,543.35,56.0,193086.21000000002
2024-11-04,MAC1,Compute,Q4,855.75,67.0,193941.96000000002
2024-11-05,MAC1,Compute,Q4,805.23,57.0,194747.19000000003
2024-11-06,MAC1,Compute,Q4,828.98,53.0,195576.17000000004
2024-11-07,MAC1,Compute,Q4,775.23,65.0,196351.40000000005
2024-11-08,MAC1,Compute,Q4,804.9,64.0,197156.30000000005
2024-11-09,MAC1,Compute,Q4,573.29,54.0,197729.59000000005
2024-11-10,MAC1,Compute,Q4,435.44,58.0,198165.03000000006
2024-11-11,MAC1,Compute,Q4,751.6,63.0,198916.63000000006
2024-11-12,MAC1,Compute,Q4,768.85,48.0,199685.48000000007
2024-11-13,MAC1,Compute,Q4,772.86,63.0,200458.34000000005
2024-11-14,MAC1,Compute,Q4,711.25,43.0,201169.59000000005
2024-11-15,MAC1,Compute,Q4,727.11,59.0,201896.7
2024-11-16,MAC1,Compute,Q4,580.39,66.0,202477.09000000003
2024-11-17,MAC1,Compute,Q4,572.18,64.0,203049.27000000002
2024-11-18,MAC1,Compute,Q4,758.2,56.0,203807.47000000003
2024-11-19,MAC1,Compute,Q4,765.58,69.0,204573.05000000002
2024-11-20,MAC1,Compute,Q4,918.8,72.0,205491.85
2024-11-21,MAC1,Compute,Q4,875.1,71.0,206366.95
2024-11-22,MAC1,Compute,Q4,808.94,62.0,207175.89
2024-11-23,MAC1,Compute,Q4,517.6,50.0,207693.49000000002
2024-11-24,MAC1,Compute,Q4,538.53,72.0,208232.02000000002
2024-11-25,MAC1,Compute,Q4,732.13,70.0,208964.15000000002
2024-11-26,MAC1,Compute,Q4,726.86,53.0,209691.01
2024-11-27,MAC1,Compute,Q4,833.67,67.0,210524.68000000002
2024-11-28,MAC1,Compute,Q4,738.63,77.0,211263.31000000003
2024-11-29,MAC1,Compute,Q4,2076.84,66.0,213340.15000000002
2024-11-30,MAC1,Compute,Q4,1442.77,70.0,214782.92
2024-12-01,MAC1,Compute,Q4,1370.9,76.0,216153.82
2024-12-02,MAC1,Compute,Q4,1939.86,61.0,218093.68
2024-12-03,MAC1,Compute,Q4,852.26,70.0,218945.94
2024-12-04,MAC1,Compute,Q4,856.3,74.0,219802.24
2024-12-05,MAC1,Compute,Q4,850.41,55.0,220652.65
2024-12-06,MAC1,Compute,Q4,705.15,63.0,221357.8
2024-12-07,MAC1,Compute,Q4,568.58,65.0,221926.37999999998
2024-12-08,MAC1,Compute,Q4,524.18,51.0,222450.55999999997
2024-12-09,MAC1,Compute,Q4,1020.07,71.0,223470.62999999998
2024-12-10,MAC1,Compute,Q4,793.08,50.0,224263.70999999996
2024-12-11,MAC1,Compute,Q4,950.58,63.0,225214.28999999995
2024-12-12,MAC1,Compute,Q4,812.8,64.0,226027.08999999994
2024-12-13,MAC1,Compute,Q4,818.15,63.0,226845.23999999993
2024-12-14,MAC1,Compute,Q4,655.56,72.0,227500.79999999993
2024-12-15,MAC1,Compute,Q4,1040.9,66.0,228541.69999999992
2024-12-16,MAC1,Compute,Q4,1614.22,58.0,230155.91999999993
2024-12-17,MAC1,Compute,Q4,1654.12,74.0,231810.04
2024-12-18,MAC1,Compute,Q4,1589.95,89.0,233399.99000000002
2024-12-19,MAC1,Compute,Q4,1784.17,74.0,235184.16000000003
2024-12-20,MAC1,Compute,Q4,1361.95,49.0,236546.11000000004
2024-12-21,MAC1,Compute,Q4,1327.0,67.0,237873.11000000004
2024-12-22,MAC1,Compute,Q4,1091.33,66.0,238964.44000000003
2024-12-23,MAC1,Compute,Q4,1555.32,72.0,240519.76000000004
2024-12-24,MAC1,Compute,Q4,1688.45,81.0,242208.21000000005
2024-12-25,MAC1,Compute,Q4,883.19,62.0,243091.40000000005
2024-12-26,MAC1,Compute,Q4,889.86,64.0,243981.26000000004
2024-12-27,MAC1,Compute,Q4,779.54,76.0,244760.80000000005
2024-12-28,MAC1,Compute,Q4,703.97,81.0,245464.77000000005
2024-12-29,MAC1,Compute,Q4,729.36,61.0,246194.13000000003
2024-12-30,MAC1,Compute,Q4,943.78,63.0,247137.91000000003
2024-01-01,MAC1,Storage,Q1,164.93,55.0,164.93
2024-01-02,MAC1,Storage,Q1,174.45,52.0,339.38
2024-01-03,MAC1,Storage,Q1,162.06,59.0,501.44
2024-01-04,MAC1,Storage,Q1,173.26,66.0,674.7
2024-01-05,MAC1,Storage,Q1,189.49,70.0,864.19
2024-01-06,MAC1,Storage,Q1,121.2,56.0,985.3900000000001
2024-01-07,MAC1,Storage,Q1,138.14,71.0,1123.5300000000002
2024-01-08,MAC1,Storage,Q1,196.52,77.0,1320.0500000000002
2024-01-09,MAC1,Storage,Q1,190.05,74.0,1510.1000000000001
2024-01-10,MAC1,Storage,Q1,197.5,58.0,1707.6000000000001
2024-01-11,MAC1,Storage,Q1,215.31,73.0,1922.91
2024-01-12,MAC1,Storage,Q1,190.12,78.0,2113.03
2024-01-13,MAC1,Storage,Q1,139.07,61.0,2252.1000000000004
2024-01-14,MAC1,Storage,Q1,117.15,51.0,2369.2500000000005
2024-01-15,MAC1,Storage,Q1,188.47,61.0,2557.7200000000003
2024-01-16,MAC1,Storage,Q1,208.05,71.0,2765.7700000000004
2024-01-17,MAC1,Storage,Q1,198.13,70.0,2963.9000000000005
2024-01-18,MAC1,Storage,Q1,171.66,53.0,3135.5600000000004
2024-01-19,MAC1,Storage,Q1,182.55,74.0,3318.11
2024-01-20,MAC1,Storage,Q1,132.38,66.0,3450.4900000000002
2024-01-21,MAC1,Storage,Q1,126.24,48.0,3576.73
2024-01-22,MAC1,Storage,Q1,192.21,82.0,3768.94
2024-01-23,MAC1,Storage,Q1,191.92,68.0,3960.86
2024-01-24,MAC1,Storage,Q1,195.8,73.0,4156.66
2024-01-25,MAC1,Storage,Q1,214.11,73.0,4370.7699999999995
2024-01-26,MAC1,Storage,Q1,178.86,74.0,4549.629999999999
2024-01-27,MAC1,Storage,Q1,144.86,59.0,4694.489999999999
2024-01-28,MAC1,Storage,Q1,130.94,71.0,4825.4299999999985
2024-01-29,MAC1,Storage,Q1,170.17,62.0,4995.5999999999985
2024-01-30,MAC1,Storage,Q1,171.1,73.0,5166.699999999999
2024-01-31,MAC1,Storage,Q1,201.86,52.0,5368.559999999999
2024-02-01,MAC1,Storage,Q1,187.14,62.0,5555.699999999999
2024-02-02,MAC1,Storage,Q1,188.77,63.0,5744.469999999999
2024-02-03,MAC1,Storage,Q1,144.51,59.0,5888.98
2024-02-04,MAC1,Storage,Q1,134.26,72.0,6023.24
2024-02-05,MAC1,Storage,Q1,202.53,80.0,6225.7699999999995
2024-02-06,MAC1,Storage,Q1,201.69,74.0,6427.459999999999
2024-02-07,MAC1,Storage,Q1,170.53,60.0,6597.989999999999
2024-02-08,MAC1,Storage,Q1,200.15,63.0,6798.1399999999985
2024-02-09,MAC1,Storage,Q1,178.36,66.0,6976.499999999998
2024-02-10,MAC1,Storage,Q1,175.17,60.0,7151.669999999998
2024-02-11,MAC1,Storage,Q1,129.75,70.0,7281.419999999998
2024-02-12,MAC1,Storage,Q1,213.91,59.0,7495.329999999998
2024-02-13,MAC1,Storage,Q1,198.76,61.0,7694.089999999998
2024-02-14,MAC1,Storage,Q1,182.07,70.0,7876.159999999998
2024-02-15,MAC1,Storage,Q1,187.69,79.0,8063.849999999998
2024-02-16,MAC1,Storage,Q1,202.51,65.0,8266.359999999997
2024-02-17,MAC1,Storage,Q1,148.93,62.0,8415.289999999997
2024-02-18,MAC1,Storage,Q1,130.78,54.0,8546.069999999998
2024-02-19,MAC1,Storage,Q1,192.74,49.0,8738.809999999998
2024-02-20,MAC1,Storage,Q1,217.84,70.0,8956.65
2024-02-21,MAC1,Storage,Q1,209.27,56.0,9165.92
2024-02-22,MAC1,Storage,Q1,209.33,70.0,9375.25
2024-02-23,MAC1,Storage,Q1,196.57,73.0,9571.82
2024-02-24,MAC1,Storage,Q1,138.19,45.0,9710.01
2024-02-25,MAC1,Storage,Q1,129.97,69.0,9839.98
2024-02-26,MAC1,Storage,Q1,234.3,78.0,10074.279999999999
2024-02-27,MAC1,Storage,Q1,230.23,82.0,10304.509999999998
2024-02-28,MAC1,Storage,Q1,196.13,66.0,10500.639999999998
2024-02-29,MAC1,Storage,Q1,192.48,56.0,10693.119999999997
2024-03-01,MAC1,Storage,Q1,211.52,97.0,10904.639999999998
2024-03-02,MAC1,Storage,Q1,161.99,65.0,11066.629999999997
2024-03-03,MAC1,Storage,Q1,163.24,74.0,11229.869999999997
2024-03-04,MAC1,Storage,Q1,197.65,60.0,11427.519999999997
2024-03-05,MAC1,Storage,Q1,213.24,74.0,11640.759999999997
2024-03-06,MAC1,Storage,Q1,214.99,68.0,11855.749999999996
2024-03-07,MAC1,Storage,Q1,195.42,59.0,12051.17
2024-03-08,MAC1,Storage,Q1,196.88,47.0,12248.05
2024-03-09,MAC1,Storage,Q1,155.41,69.0,12403.46
2024-03-10,MAC1,Storage,Q1,145.86,60.0,12549.32
2024-03-11,MAC1,Storage,Q1,185.72,52.0,12735.039999999999
2024-03-12,MAC1,Storage,Q1,221.99,69.0,12957.029999999999
2024-03-13,MAC1,Storage,Q1,213.18,64.0,13170.21
2024-03-14,MAC1,Storage,Q1,236.8,50.0,13407.009999999998
2024-03-15,MAC1,Storage,Q1,207.88,74.0,13614.889999999998
2024-03-16,MAC1,Storage,Q1,163.34,72.0,13778.229999999998
2024-03-17,MAC1,Storage,Q1,150.58,68.0,13928.809999999998
2024-03-18,MAC1,Storage,Q1,190.37,50.0,14119.179999999998
2024-03-19,MAC1,Storage,Q1,219.92,65.0,14339.099999999999
2024-03-20,MAC1,Storage,Q1,215.81,49.0,14554.909999999998
2024-03-21,MAC1,Storage,Q1,208.99,62.0,14763.899999999998
2024-03-22,MAC1,Storage,Q1,231.9,62.0,14995.799999999997
2024-03-23,MAC1,Storage,Q1,161.49,59.0,15157.29
2024-03-24,MAC1,Storage,Q1,165.79,72.0,15323.080000000002
2024-03-25,MAC1,Storage,Q1,227.63,89.0,15550.710000000001
2024-03-26,MAC1,Storage,Q1,236.91,60.0,15787.62
2024-03-27,MAC1,Storage,Q1,222.26,68.0,16009.880000000001
2024-03-28,MAC1,Storage,Q1,1086.73,97.0,17096.61
2024-03-29,MAC1,Storage,Q1,228.86,68.0,17325.47
2024-03-30,MAC1,Storage,Q1,149.75,65.0,17475.22
2024-03-31,MAC1,Storage,Q1,152.4,61.0,17627.620000000003
2024-04-01,MAC1,Storage,Q2,215.85,64.0,17843.47
2024-04-02,MAC1,Storage,Q2,195.59,42.0,18039.06
2024-04-03,MAC1,Storage,Q2,202.71,69.0,18241.77
2024-04-04,MAC1,Storage,Q2,202.89,67.0,18444.66
2024-04-05,MAC1,Storage,Q2,203.89,61.0,18648.55
2024-04-06,MAC1,Storage,Q2,152.76,68.0,18801.309999999998
2024-04-07,MAC1,Storage,Q2,163.45,53.0,18964.76
2024-04-08,MAC1,Storage,Q2,241.73,67.0,19206.49
2024-04-09,MAC1,Storage,Q2,206.95,59.0,19413.440000000002
2024-04-10,MAC1,Storage,Q2,234.28,63.0,19647.72
2024-04-11,MAC1,Storage,Q2,216.16,52.0,19863.88
2024-04-12,MAC1,Storage,Q2,208.35,74.0,20072.23
2024-04-13,MAC1,Storage,Q2,164.11,68.0,20236.34
2024-04-14,MAC1,Storage,Q2,168.74,71.0,20405.08
2024-04-15,MAC1,Storage,Q2,206.72,52.0,20611.800000000003
2024-04-16,MAC1,Storage,Q2,1267.49,95.0,21879.290000000005
2024-04-17,MAC1,Storage,Q2,270.88,64.0,22150.170000000006
2024-04-18,MAC1,Storage,Q2,213.7,70.0,22363.870000000006
2024-04-19,MAC1,Storage,Q2,207.38,50.0,22571.250000000007
2024-04-20,MAC1,Storage,Q2,182.62,67.0,22753.870000000006
2024-04-21,MAC1,Storage,Q2,134.78,55.0,22888.650000000005
2024-04-22,MAC1,Storage,Q2,216.67,64.0,23105.320000000003
2024-04-23,MAC1,Storage,Q2,235.86,65.0,23341.180000000004
2024-04-24,MAC1,Storage,Q2,232.12,68.0,23573.300000000003
2024-04-25,MAC1,Storage,Q2,226.78,84.0,23800.08
2024-04-26,MAC1,Storage,Q2,247.01,72.0,24047.09
2024-04-27,MAC1,Storage,Q2,155.7,69.0,24202.79
2024-04-28,MAC1,Storage,Q2,160.86,62.0,24363.65
2024-04-29,MAC1,Storage,Q2,189.38,56.0,24553.030000000002
2024-04-30,MAC1,Storage,Q2,235.75,55.0,24788.780000000002
2024-05-01,MAC1,Storage,Q2,926.77,71.0,25715.550000000003
2024-05-02,MAC1,Storage,Q2,966.08,64.0,26681.630000000005
2024-05-03,MAC1,Storage,Q2,1017.22,58.0,27698.850000000006
2024-05-04,MAC1,Storage,Q2,783.23,77.0,28482.080000000005
2024-05-05,MAC1,Storage,Q2,719.32,59.0,29201.400000000005
2024-05-06,MAC1,Storage,Q2,989.32,83.0,30190.720000000005
2024-05-07,MAC1,Storage,Q2,1104.31,57.0,31295.030000000006
2024-05-08,MAC1,Storage,Q2,1027.27,52.0,32322.300000000007
2024-05-09,MAC1,Storage,Q2,987.45,64.0,33309.75000000001
2024-05-10,MAC1,Storage,Q2,939.39,46.0,34249.14
2024-05-11,MAC1,Storage,Q2,791.26,76.0,35040.4
2024-05-12,MAC1,Storage,Q2,848.69,64.0,35889.090000000004
2024-05-13,MAC1,Storage,Q2,1093.22,55.0,36982.310000000005
2024-05-14,MAC1,Storage,Q2,959.02,59.0,37941.33
2024-05-15,MAC1,Storage,Q2,223.35,65.0,38164.68
2024-05-16,MAC1,Storage,Q2,209.3,58.0,38373.98
2024-05-17,MAC1,Storage,Q2,227.31,54.0,38601.29
2024-05-18,MAC1,Storage,Q2,169.78,63.0,38771.07
2024-05-19,MAC1,Storage,Q2,158.83,56.0,38929.9
2024-05-20,MAC1,Storage,Q2,255.69,70.0,39185.590000000004
